latitud,longitud,pot,usuario,fecha,test_name,observacion,operador,rssi,marca,imsi,modelo,id
-17.384551,-66.207859,-78,andres,2021-06-28 10:04:15.569000+00:00,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,461
-17.384565,-66.20786,-78,andres,2021-06-28 10:04:02.575000+00:00,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,460
-17.384846,-66.207865,-80,andres,2021-06-28 10:03:53.580000+00:00,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,459
-17.387189,-66.207884,-81,andres,2021-06-28 10:03:42.122000+00:00,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,458
-17.388684,-66.207909,-64,andres,2021-06-28 10:03:27.268000+00:00,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,457
-17.389719,-66.207951,-61,andres,2021-06-28 10:03:17.605000+00:00,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,456
-17.390145,-66.207971,-48,andres,2021-06-28 10:03:03.613000+00:00,Prueba Colcapirhua,En automovil,Viva,26,ZTE CORPORATION,736010912233332,MF193A,455
-17.390612,-66.207991,-72,andres,2021-06-28 10:02:51.629000+00:00,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,454
-17.391336,-66.20805,-69,andres,2021-06-28 10:02:39.641000+00:00,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,453
-17.392135,-66.208108,-55,andres,2021-06-28 10:02:28.648000+00:00,Prueba Colcapirhua,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A,452
-17.392283,-66.208304,-65,andres,2021-06-28 10:01:55.685000+00:00,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,451
-17.392277,-66.208559,-71,andres,2021-06-28 10:01:40.732000+00:00,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,450
-17.392246,-66.20951,-72,andres,2021-06-28 10:01:27.802000+00:00,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,449
-17.392174,-66.211265,-74,andres,2021-06-28 10:01:18.808000+00:00,Prueba Colcapirhua,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A,448
-17.392101,-66.213015,-69,andres,2021-06-28 10:01:10.800000+00:00,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,447
-17.392004,-66.215177,-73,andres,2021-06-28 10:01:00.805000+00:00,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,446
-17.39187,-66.218282,-70,andres,2021-06-28 10:00:50.343000+00:00,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,445
-17.391812,-66.219724,-63,andres,2021-06-28 10:00:20.786000+00:00,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,444
-17.39181,-66.219722,-70,andres,2021-06-28 10:00:11.783000+00:00,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,443
-17.391803,-66.219732,-73,andres,2021-06-28 10:00:00.781000+00:00,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,442
-17.39179,-66.219872,-61,andres,2021-06-28 09:59:51.773000+00:00,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,441
-17.391759,-66.220554,-70,andres,2021-06-28 09:59:42.771000+00:00,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,440
-17.391696,-66.221744,-63,andres,2021-06-28 09:59:31.762000+00:00,Prueba Colcapirhua,En automovil,Viva,26,ZTE CORPORATION,736010912233332,MF193A,439
-17.391629,-66.223312,-56,andres,2021-06-28 09:59:19.759000+00:00,Prueba Colcapirhua,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A,438
-17.391566,-66.224852,-56,andres,2021-06-28 09:59:08.749000+00:00,Prueba Colcapirhua,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A,437
-17.391502,-66.226287,-52,andres,2021-06-28 09:58:58.742000+00:00,Prueba Colcapirhua,En automovil,Viva,28,ZTE CORPORATION,736010912233332,MF193A,436
-17.391451,-66.227403,-56,andres,2021-06-28 09:58:49.733000+00:00,Prueba Colcapirhua,En automovil,Viva,27,ZTE CORPORATION,736010912233332,MF193A,435
-17.391403,-66.228482,-55,andres,2021-06-28 09:58:40.724000+00:00,Prueba Colcapirhua,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A,434
-17.391363,-66.229532,-62,andres,2021-06-28 09:58:31.709000+00:00,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,433
-17.391334,-66.230426,-72,andres,2021-06-28 09:58:21.693000+00:00,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,432
-17.391305,-66.230893,-66,andres,2021-06-28 09:58:12.675000+00:00,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,431
-17.391281,-66.231358,-74,andres,2021-06-28 09:58:01.717000+00:00,Prueba Colcapirhua,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A,430
-17.391185,-66.233613,-70,andres,2021-06-28 09:57:49.223000+00:00,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,429
-17.391055,-66.236664,-68,andres,2021-06-28 09:57:24.679000+00:00,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,428
-17.391011,-66.237775,-70,andres,2021-06-28 09:57:16.674000+00:00,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,427
-17.391024,-66.238692,-69,andres,2021-06-28 09:57:07.670000+00:00,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,426
-17.39097,-66.238994,-73,andres,2021-06-28 09:56:58.675000+00:00,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,425
-17.390967,-66.239004,-78,andres,2021-06-28 09:56:49.683000+00:00,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,424
-17.390927,-66.239341,-73,andres,2021-06-28 09:56:37.691000+00:00,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,423
-17.390894,-66.240545,-66,andres,2021-06-28 09:56:27.690000+00:00,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,422
-17.390885,-66.241897,-74,andres,2021-06-28 09:56:18.702000+00:00,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,421
-17.390915,-66.243664,-75,andres,2021-06-28 09:56:05.721000+00:00,Prueba Colcapirhua,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A,420
-17.39099,-66.244377,-78,andres,2021-06-28 09:55:56.727000+00:00,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,419
-17.390726,-66.244556,-75,andres,2021-06-28 09:55:47.720000+00:00,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,418
-17.390503,-66.244501,-77,andres,2021-06-28 09:55:32.717000+00:00,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,417
-17.390139,-66.244502,-79,andres,2021-06-28 09:55:21.719000+00:00,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,416
-17.389316,-66.244366,-78,andres,2021-06-28 09:45:15.625000+00:00,Test 1 Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,415
-17.389154,-66.244441,-76,andres,2021-06-28 09:44:58.627000+00:00,Test 1 Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,414
-17.38908,-66.244245,-75,andres,2021-06-28 09:44:49.629000+00:00,Test 1 Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,413
-17.389049,-66.243714,-67,andres,2021-06-28 09:44:33.627000+00:00,Test 1 Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,412
-17.389283,-66.243617,-70,andres,2021-06-28 09:44:24.629000+00:00,Test 1 Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,411
-17.389744,-66.243565,-71,andres,2021-06-28 09:44:16.632000+00:00,Test 1 Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,410
-17.39021,-66.243547,-75,andres,2021-06-28 09:44:05.632000+00:00,Test 1 Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,409
-17.390527,-66.243602,-71,andres,2021-06-28 09:43:57.638000+00:00,Test 1 Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,408
-17.390819,-66.243794,-74,andres,2021-06-28 09:43:46.639000+00:00,Test 1 Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,407
-17.39098,-66.243971,-77,andres,2021-06-28 09:43:36.640000+00:00,Test 1 Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,406
-17.390901,-66.245261,-70,andres,2021-06-28 09:43:10.656000+00:00,Test 1 Quillacollo,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,405
-17.39095,-66.246626,-80,andres,2021-06-28 09:42:58.669000+00:00,Test 1 Quillacollo,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,404
-17.391058,-66.248906,-65,andres,2021-06-28 09:42:49.241000+00:00,Test 1 Quillacollo,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,403
-17.391293,-66.252013,-71,andres,2021-06-28 09:42:21.710000+00:00,Test 1 Quillacollo,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,402
-17.391421,-66.253276,-73,andres,2021-06-28 09:42:12.724000+00:00,Test 1 Quillacollo,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,401
-17.391537,-66.254409,-70,andres,2021-06-28 09:42:04.747000+00:00,Test 1 Quillacollo,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,400
-17.391659,-66.255645,-66,andres,2021-06-28 09:41:55.776000+00:00,Test 1 Quillacollo,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,399
-17.391772,-66.256823,-69,andres,2021-06-28 09:41:46.813000+00:00,Test 1 Quillacollo,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,398
-17.391879,-66.257811,-72,andres,2021-06-28 09:41:37.855000+00:00,Test 1 Quillacollo,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,397
-17.392027,-66.259265,-61,andres,2021-06-28 09:41:27.534000+00:00,Test 1 Quillacollo,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,396
-17.392115,-66.260115,-65,andres,2021-06-28 09:41:16.841000+00:00,Test 1 Quillacollo,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,395
-17.39215,-66.260495,-76,andres,2021-06-28 09:41:08.838000+00:00,Test 1 Quillacollo,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,394
-17.392144,-66.260524,-70,andres,2021-06-28 09:40:56.836000+00:00,Test 1 Quillacollo,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,393
-17.39214,-66.260529,-73,andres,2021-06-28 09:40:48.837000+00:00,Test 1 Quillacollo,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,392
-17.392137,-66.260554,-70,andres,2021-06-28 09:40:40.827000+00:00,Test 1 Quillacollo,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,391
-17.3922,-66.261303,-79,andres,2021-06-28 09:40:29.852000+00:00,Test 1 Quillacollo,En automovil,Viva,7,ZTE CORPORATION,736010912233332,MF193A,390
-17.392311,-66.262514,-78,andres,2021-06-28 09:40:21.829000+00:00,Test 1 Quillacollo,En automovil,Viva,5,ZTE CORPORATION,736010912233332,MF193A,389
-17.392445,-66.263826,-77,andres,2021-06-28 09:40:13.818000+00:00,Test 1 Quillacollo,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,388
-17.392652,-66.265702,-75,andres,2021-06-28 09:40:02.816000+00:00,Test 1 Quillacollo,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,387
-17.39278,-66.266997,-79,andres,2021-06-28 09:39:54.817000+00:00,Test 1 Quillacollo,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,386
-17.39293,-66.268521,-64,andres,2021-06-28 09:39:44.807000+00:00,Test 1 Quillacollo,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,385
-17.393035,-66.269626,-58,andres,2021-06-28 09:39:35.797000+00:00,Test 1 Quillacollo,En automovil,Viva,28,ZTE CORPORATION,736010912233332,MF193A,384
-17.393117,-66.270251,-64,andres,2021-06-28 09:39:27.799000+00:00,Test 1 Quillacollo,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,383
-17.393167,-66.270518,-71,andres,2021-06-28 09:39:19.795000+00:00,Test 1 Quillacollo,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,382
-17.393179,-66.270564,-74,andres,2021-06-28 09:39:11.792000+00:00,Test 1 Quillacollo,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,381
-17.393207,-66.270743,-67,andres,2021-06-28 09:39:02.785000+00:00,Test 1 Quillacollo,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,380
-17.393313,-66.271915,-63,andres,2021-06-28 09:38:50.777000+00:00,Test 1 Quillacollo,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A,379
-17.393471,-66.272681,-58,andres,2021-06-28 09:38:42.773000+00:00,Test 1 Quillacollo,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A,378
-17.39355,-66.273581,-77,andres,2021-06-28 09:38:32.806000+00:00,Test 1 Quillacollo,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,377
-17.393656,-66.274509,-68,andres,2021-06-28 09:38:21.774000+00:00,Test 1 Quillacollo,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,376
-17.393729,-66.275116,-65,andres,2021-06-28 09:38:12.756000+00:00,Test 1 Quillacollo,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A,375
-17.393752,-66.27554,-71,andres,2021-06-28 09:38:04.755000+00:00,Test 1 Quillacollo,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,374
-17.393851,-66.27654,-84,andres,2021-06-28 09:37:54.753000+00:00,Test 1 Quillacollo,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,373
-17.393938,-66.27752,-68,andres,2021-06-28 09:37:45.739000+00:00,Test 1 Quillacollo,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,372
-17.393977,-66.278122,-69,andres,2021-06-28 09:37:36.734000+00:00,Test 1 Quillacollo,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A,371
-17.393789,-66.278192,-64,andres,2021-06-28 09:37:24.720000+00:00,Test 1 Quillacollo,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A,370
-17.393558,-66.278098,-61,andres,2021-06-28 09:37:15.719000+00:00,Test 1 Quillacollo,En automovil,Viva,25,ZTE CORPORATION,736010912233332,MF193A,369
-17.393548,-66.278101,-60,andres,2021-06-28 09:36:58.736000+00:00,Test 1 Quillacollo,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A,368
-17.392823,-66.278063,-66,andres,2021-06-28 09:36:49.268000+00:00,Test 1 Quillacollo,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A,367
-17.391536,-66.277459,-71,andres,2021-06-28 09:36:24.711000+00:00,Test 1 Quillacollo,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,366
-17.391153,-66.27715,-70,andres,2021-06-28 09:36:15.717000+00:00,Test 1 Quillacollo,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,365
-17.390766,-66.277082,-79,andres,2021-06-28 09:36:04.699000+00:00,Test 1 Quillacollo,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,364
-17.390197,-66.277047,-71,andres,2021-06-28 09:35:55.701000+00:00,Test 1 Quillacollo,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,363
-17.389667,-66.277046,-75,andres,2021-06-28 09:35:47.706000+00:00,Test 1 Quillacollo,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,362
-17.389072,-66.277052,-72,andres,2021-06-28 09:35:38.706000+00:00,Test 1 Quillacollo,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,361
-17.388876,-66.277061,-69,andres,2021-06-28 09:35:29.708000+00:00,Test 1 Quillacollo,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,360
-17.388852,-66.277079,-71,andres,2021-06-28 09:35:20.708000+00:00,Test 1 Quillacollo,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,359
-17.388821,-66.277091,-70,andres,2021-06-28 09:35:06.744000+00:00,Test 1 Quillacollo,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,358
-17.388346,-66.277074,-79,andres,2021-06-28 09:34:56.697000+00:00,Test 1 Quillacollo,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,357
-17.387068,-66.277066,-83,andres,2021-06-28 09:34:44.732000+00:00,Test 1 Quillacollo,En automovil,Viva,9,ZTE CORPORATION,736010912233332,MF193A,356
-17.386442,-66.277102,-78,andres,2021-06-28 09:34:33.695000+00:00,Test 1 Quillacollo,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A,355
-17.386135,-66.277098,-87,andres,2021-06-28 09:34:15.694000+00:00,Test 1 Quillacollo,En automovil,Viva,9,ZTE CORPORATION,736010912233332,MF193A,354
-17.385514,-66.277108,-80,andres,2021-06-28 09:34:07.693000+00:00,Test 1 Quillacollo,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,353
-17.384544,-66.277116,-82,andres,2021-06-28 09:33:55.689000+00:00,Test 1 Quillacollo,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,352
-17.38354,-66.277424,-72,andres,2021-06-28 09:33:46.142000+00:00,Test 1 Quillacollo,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A,351
-17.382495,-66.277694,-83,andres,2021-06-28 09:33:28.586000+00:00,Test 1 Quillacollo,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A,350
-17.381774,-66.277879,-80,andres,2021-06-28 09:33:16.590000+00:00,Test 1 Quillacollo,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A,349
-17.3811,-66.277909,-83,andres,2021-06-28 09:33:06.606000+00:00,Test 1 Quillacollo,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A,348
-17.380339,-66.277931,-85,andres,2021-06-28 09:32:55.590000+00:00,Test 1 Quillacollo,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,347
-17.379701,-66.277955,-78,andres,2021-06-28 09:32:46.595000+00:00,Test 1 Quillacollo,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,346
-17.379449,-66.277959,-79,andres,2021-06-28 09:32:37.600000+00:00,Test 1 Quillacollo,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,345
-17.379257,-66.277965,-79,andres,2021-06-28 09:32:27.598000+00:00,Test 1 Quillacollo,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A,344
-17.378706,-66.277991,-85,andres,2021-06-28 09:32:18.606000+00:00,Test 1 Quillacollo,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A,343
-17.377595,-66.278039,-76,andres,2021-06-28 09:32:04.604000+00:00,Test 1 Quillacollo,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,342
-17.376559,-66.278081,-87,andres,2021-06-28 09:31:51.605000+00:00,Test 1 Quillacollo,En automovil,Viva,8,ZTE CORPORATION,736010912233332,MF193A,341
-17.375779,-66.278006,-87,andres,2021-06-28 09:31:32.608000+00:00,Test 1 Quillacollo,En automovil,Viva,7,ZTE CORPORATION,736010912233332,MF193A,340
-17.375115,-66.277918,-88,andres,2021-06-28 09:31:20.611000+00:00,Test 1 Quillacollo,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A,339
-17.374818,-66.277872,-87,andres,2021-06-28 09:31:11.609000+00:00,Test 1 Quillacollo,En automovil,Viva,8,ZTE CORPORATION,736010912233332,MF193A,338
-17.374566,-66.277844,-87,andres,2021-06-28 09:31:02.614000+00:00,Test 1 Quillacollo,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A,337
-17.372578,-66.277499,-86,andres,2021-06-28 09:30:48.159000+00:00,Test 1 Quillacollo,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A,336
-17.370552,-66.27715,-85,andres,2021-06-28 09:30:20.630000+00:00,Test 1 Quillacollo,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A,335
-17.370056,-66.277065,-84,andres,2021-06-28 09:30:12.626000+00:00,Test 1 Quillacollo,En automovil,Viva,9,ZTE CORPORATION,736010912233332,MF193A,334
-17.369628,-66.276976,-86,andres,2021-06-28 09:29:57.652000+00:00,Test 1 Quillacollo,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A,333
-17.368416,-66.276772,-86,andres,2021-06-28 09:29:42.646000+00:00,Test 1 Quillacollo,En automovil,Viva,9,ZTE CORPORATION,736010912233332,MF193A,332
-17.367467,-66.276629,-90,andres,2021-06-28 09:29:32.651000+00:00,Test 1 Quillacollo,En automovil,Viva,8,ZTE CORPORATION,736010912233332,MF193A,331
-17.366452,-66.276476,-86,andres,2021-06-28 09:29:19.646000+00:00,Test 1 Quillacollo,En automovil,Viva,8,ZTE CORPORATION,736010912233332,MF193A,330
-17.365971,-66.276348,-90,andres,2021-06-28 09:29:07.653000+00:00,Test 1 Quillacollo,En automovil,Viva,8,ZTE CORPORATION,736010912233332,MF193A,329
-17.36542,-66.276184,-92,andres,2021-06-28 09:28:58.653000+00:00,Test 1 Quillacollo,En automovil,Viva,8,ZTE CORPORATION,736010912233332,MF193A,328
-17.364944,-66.276035,-87,andres,2021-06-28 09:28:47.654000+00:00,Test 1 Quillacollo,En automovil,Viva,8,ZTE CORPORATION,736010912233332,MF193A,327
-17.364547,-66.275914,-91,andres,2021-06-28 09:28:38.656000+00:00,Test 1 Quillacollo,En automovil,Viva,8,ZTE CORPORATION,736010912233332,MF193A,326
-17.364072,-66.275767,-80,andres,2021-06-28 09:28:24.657000+00:00,Test 1 Quillacollo,En automovil,Viva,9,ZTE CORPORATION,736010912233332,MF193A,325
-17.363806,-66.275694,-85,andres,2021-06-28 09:28:15.662000+00:00,Test 1 Quillacollo,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A,324
-17.363328,-66.275607,-85,andres,2021-06-28 09:28:02.662000+00:00,Test 1 Quillacollo,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A,323
-17.362659,-66.275493,-87,andres,2021-06-28 09:27:54.200000+00:00,Test 1 Quillacollo,En automovil,Viva,3,ZTE CORPORATION,736010912233332,MF193A,322
-17.361538,-66.275319,-90,andres,2021-06-28 09:27:23.666000+00:00,Test 1 Quillacollo,En automovil,Viva,6,ZTE CORPORATION,736010912233332,MF193A,321
-17.361069,-66.275261,-85,andres,2021-06-28 09:27:13.661000+00:00,Test 1 Quillacollo,En automovil,Viva,7,ZTE CORPORATION,736010912233332,MF193A,320
-17.360488,-66.275151,-93,andres,2021-06-28 09:27:01.670000+00:00,Test 1 Quillacollo,En automovil,Viva,7,ZTE CORPORATION,736010912233332,MF193A,319
-17.360162,-66.275075,-86,andres,2021-06-28 09:26:53.663000+00:00,Test 1 Quillacollo,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A,318
-17.359854,-66.275057,-83,andres,2021-06-28 09:26:44.674000+00:00,Test 1 Quillacollo,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A,317
-17.359291,-66.275039,-87,andres,2021-06-28 09:26:33.674000+00:00,Test 1 Quillacollo,En automovil,Viva,8,ZTE CORPORATION,736010912233332,MF193A,316
-17.358773,-66.275078,-88,andres,2021-06-28 09:26:24.678000+00:00,Test 1 Quillacollo,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A,315
-17.358238,-66.275041,-84,andres,2021-06-28 09:26:15.682000+00:00,Test 1 Quillacollo,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,314
-17.357752,-66.274925,-77,andres,2021-06-28 09:26:05.680000+00:00,Test 1 Quillacollo,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,313
-17.357335,-66.274795,-73,andres,2021-06-28 09:25:55.681000+00:00,Test 1 Quillacollo,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,312
-17.356859,-66.274587,-72,andres,2021-06-28 09:25:45.684000+00:00,Test 1 Quillacollo,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,311
-17.356423,-66.274467,-73,andres,2021-06-28 09:25:36.682000+00:00,Test 1 Quillacollo,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,310
-17.355927,-66.274473,-78,andres,2021-06-28 09:25:28.684000+00:00,Test 1 Quillacollo,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A,309
-17.355318,-66.274328,-84,andres,2021-06-28 09:25:16.680000+00:00,Test 1 Quillacollo,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,308
-17.354902,-66.27425,-83,andres,2021-06-28 09:25:07.676000+00:00,Test 1 Quillacollo,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A,307
-17.354515,-66.274112,-75,andres,2021-06-28 09:24:58.687000+00:00,Test 1 Quillacollo,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A,306
-17.353623,-66.273461,-82,andres,2021-06-28 09:24:36.676000+00:00,Test 1 El Paso,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,305
-17.353071,-66.273026,-78,andres,2021-06-28 09:24:22.672000+00:00,Test 1 El Paso,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,304
-17.352828,-66.272703,-78,andres,2021-06-28 09:24:13.671000+00:00,Test 1 El Paso,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A,303
-17.352451,-66.272458,-84,andres,2021-06-28 09:24:02.665000+00:00,Test 1 El Paso,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A,302
-17.351981,-66.272469,-78,andres,2021-06-28 09:23:52.657000+00:00,Test 1 El Paso,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,301
-17.35168,-66.272597,-76,andres,2021-06-28 09:23:43.645000+00:00,Test 1 El Paso,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,300
-17.351321,-66.272705,-71,andres,2021-06-28 09:23:34.650000+00:00,Test 1 El Paso,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,299
-17.350962,-66.272849,-71,andres,2021-06-28 09:23:21.685000+00:00,Test 1 El Paso,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,298
