latitud,longitud,pot,usuario,fecha,test_name,observacion,operador,rssi,marca,imsi,modelo,pot_db
-17.396179,-66.156981,-50,andy2662,2021-10-17 11:51:35.639678,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395695,-66.157088,-50,andy2662,2021-10-17 11:51:25.638518,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395354,-66.157196,-57,andy2662,2021-10-17 11:51:16.630546,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395183,-66.157274,-56,andy2662,2021-10-17 11:50:56.625956,Centro Prueba 1,Ninguna,Entel,25,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.394717,-66.157299,-57,andy2662,2021-10-17 11:50:47.630293,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.394282,-66.157439,-50,andy2662,2021-10-17 11:50:35.632806,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.394021,-66.157531,-50,andy2662,2021-10-17 11:50:16.635699,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.393569,-66.157577,-44,andy2662,2021-10-17 11:50:06.626984,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.393293,-66.157665,-52,andy2662,2021-10-17 11:49:57.635130,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.392736,-66.157815,-57,andy2662,2021-10-17 11:49:45.639744,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.392498,-66.158079,-53,andy2662,2021-10-17 11:49:33.639354,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.392584,-66.158641,-55,andy2662,2021-10-17 11:49:25.225992,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.392839,-66.158746,-53,andy2662,2021-10-17 11:49:08.652759,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.393077,-66.15875,-53,andy2662,2021-10-17 11:48:33.692365,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.393441,-66.158668,-53,andy2662,2021-10-17 11:48:24.651115,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.393836,-66.15863,-46,andy2662,2021-10-17 11:48:14.653790,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.393957,-66.158609,-49,andy2662,2021-10-17 11:47:59.658187,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.394392,-66.158493,-51,andy2662,2021-10-17 11:47:46.666960,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.394763,-66.158389,-47,andy2662,2021-10-17 11:47:37.677469,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.394892,-66.158359,-49,andy2662,2021-10-17 11:47:28.672926,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.39521,-66.158283,-49,andy2662,2021-10-17 11:47:18.677603,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395474,-66.158139,-59,andy2662,2021-10-17 11:47:09.682588,Centro Prueba 1,Ninguna,Entel,22,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395426,-66.157792,-42,andy2662,2021-10-17 11:47:00.682216,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395391,-66.157449,-49,andy2662,2021-10-17 11:46:51.688602,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395372,-66.157109,-53,andy2662,2021-10-17 11:46:42.691431,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395311,-66.156882,-52,andy2662,2021-10-17 11:46:14.166516,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395298,-66.156631,-58,andy2662,2021-10-17 11:46:04.719192,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395276,-66.156538,-55,andy2662,2021-10-17 11:45:50.730020,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395252,-66.156426,-52,andy2662,2021-10-17 11:45:40.727706,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395196,-66.156151,-48,andy2662,2021-10-17 11:45:30.725906,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395189,-66.156098,-43,andy2662,2021-10-17 11:45:20.723285,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.39516,-66.155919,-52,andy2662,2021-10-17 11:45:10.737925,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395095,-66.155346,-56,andy2662,2021-10-17 11:44:58.722230,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395034,-66.154951,-50,andy2662,2021-10-17 11:44:49.734483,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395046,-66.15473,-41,andy2662,2021-10-17 11:44:38.724859,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395063,-66.154415,-55,andy2662,2021-10-17 11:44:29.717518,Centro Prueba 1,Ninguna,Entel,25,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395125,-66.154126,-47,andy2662,2021-10-17 11:44:20.717201,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395652,-66.153972,-54,andy2662,2021-10-17 11:44:04.717168,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395967,-66.153898,-50,andy2662,2021-10-17 11:43:55.714301,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.396026,-66.154019,-48,andy2662,2021-10-17 11:43:45.714133,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.396039,-66.154142,-54,andy2662,2021-10-17 11:43:36.262214,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.396202,-66.154857,-49,andy2662,2021-10-17 11:43:06.715454,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.396262,-66.155251,-59,andy2662,2021-10-17 11:42:57.727296,Centro Prueba 1,Ninguna,Entel,23,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.396311,-66.155531,-55,andy2662,2021-10-17 11:42:48.710280,Centro Prueba 1,Ninguna,Entel,22,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.39639,-66.155959,-57,andy2662,2021-10-17 11:42:39.710557,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.396442,-66.156381,-55,andy2662,2021-10-17 11:42:29.710209,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.396549,-66.156893,-53,andy2662,2021-10-17 11:42:19.709358,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.396603,-66.157298,-58,andy2662,2021-10-17 11:42:10.706444,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.396672,-66.157619,-52,andy2662,2021-10-17 11:41:59.706437,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.396694,-66.157946,-50,andy2662,2021-10-17 11:41:50.703643,Centro Prueba 1,Ninguna,Entel,25,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.397003,-66.158033,-49,andy2662,2021-10-17 11:41:35.706760,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.39754,-66.157935,-43,andy2662,2021-10-17 11:41:21.703325,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.397665,-66.157744,-49,andy2662,2021-10-17 11:41:12.734905,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.397528,-66.15721,-51,andy2662,2021-10-17 11:40:57.699781,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.39752,-66.156848,-49,andy2662,2021-10-17 11:40:48.699242,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.397434,-66.15651,-39,andy2662,2021-10-17 11:40:38.701365,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.397251,-66.155583,-56,andy2662,2021-10-17 11:40:27.234720,Centro Prueba 1,Ninguna,Entel,24,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.397202,-66.154921,-40,andy2662,2021-10-17 11:40:11.697803,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.397144,-66.1545,-52,andy2662,2021-10-17 11:40:03.702497,Centro Prueba 1,Ninguna,Entel,23,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.397091,-66.153986,-46,andy2662,2021-10-17 11:39:42.696655,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.397099,-66.153588,-46,andy2662,2021-10-17 11:39:33.698507,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.397241,-66.153481,-50,andy2662,2021-10-17 11:39:24.698453,Centro Prueba 1,Ninguna,Entel,24,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.3974,-66.153468,-36,andy2662,2021-10-17 11:39:15.698452,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.397851,-66.153438,-50,andy2662,2021-10-17 11:39:04.695330,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.398135,-66.153479,-57,andy2662,2021-10-17 11:38:55.715004,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.398168,-66.153636,-57,andy2662,2021-10-17 11:38:24.697070,Centro Prueba 1,Ninguna,Entel,25,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.398216,-66.153931,-54,andy2662,2021-10-17 11:38:08.702592,Centro Prueba 1,Ninguna,Entel,25,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.398261,-66.154245,-57,andy2662,2021-10-17 11:37:30.708289,Centro Prueba 1,Ninguna,Entel,23,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.398245,-66.154397,-54,andy2662,2021-10-17 11:37:18.709543,Centro Prueba 1,Ninguna,Entel,25,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.39838,-66.154603,-55,andy2662,2021-10-17 11:36:57.744821,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.398382,-66.154882,-44,andy2662,2021-10-17 11:36:33.702598,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.398449,-66.155166,-49,andy2662,2021-10-17 11:36:24.707214,Centro Prueba 1,Ninguna,Entel,25,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.398511,-66.155601,-47,andy2662,2021-10-17 11:36:14.129591,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.398593,-66.15595,-51,andy2662,2021-10-17 11:35:53.696434,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.398734,-66.156448,-57,andy2662,2021-10-17 11:35:44.689260,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.398744,-66.156809,-40,andy2662,2021-10-17 11:35:35.704780,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.398794,-66.157246,-50,andy2662,2021-10-17 11:35:26.691307,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.398916,-66.157626,-48,andy2662,2021-10-17 11:35:16.697314,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.39931,-66.157724,-40,andy2662,2021-10-17 11:35:05.691030,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.399427,-66.15742,-32,andy2662,2021-10-17 11:34:55.706680,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.399421,-66.156877,-49,andy2662,2021-10-17 11:34:43.691210,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.399156,-66.156624,-47,andy2662,2021-10-17 11:34:33.227156,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.398537,-66.156699,-46,andy2662,2021-10-17 11:34:07.694441,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.398365,-66.156708,-47,andy2662,2021-10-17 11:33:50.691294,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.398192,-66.156753,-60,andy2662,2021-10-17 11:33:42.687227,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.397435,-66.156908,-48,andy2662,2021-10-17 11:33:29.728863,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.396864,-66.156988,-46,andy2662,2021-10-17 11:33:15.694858,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.396301,-66.157103,-48,andy2662,2021-10-17 11:33:06.741897,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395799,-66.15705,-48,andy2662,2021-10-17 11:32:57.694182,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395345,-66.156857,-47,andy2662,2021-10-17 11:32:38.689695,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395328,-66.156493,-53,andy2662,2021-10-17 11:32:29.681892,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.39537,-66.156068,-48,andy2662,2021-10-17 11:32:20.679789,Centro Prueba 1,Ninguna,Entel,23,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395737,-66.155999,-65,andy2662,2021-10-17 11:32:11.677353,Centro Prueba 1,Ninguna,Entel,21,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.396185,-66.156014,-58,andy2662,2021-10-17 11:32:02.674755,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.396372,-66.156238,-56,andy2662,2021-10-17 11:31:53.670846,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.396455,-66.156769,-50,andy2662,2021-10-17 11:31:43.678201,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.396225,-66.157132,-51,andy2662,2021-10-17 11:31:34.662095,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395495,-66.157238,-55,andy2662,2021-10-17 11:31:25.186724,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.394955,-66.157371,-51,andy2662,2021-10-17 11:30:50.620715,Centro Prueba 1,Ninguna,Entel,24,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.39332,-66.157043,-53,andy2662,2021-10-17 11:30:34.618353,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.392408,-66.157023,-53,andy2662,2021-10-17 11:30:24.617257,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.394566,-66.15792,-48,andy2662,2021-10-17 11:30:14.659335,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.394773,-66.158403,-50,andy2662,2021-10-17 11:29:57.622569,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.395344,-66.15823,-52,andy2662,2021-10-17 11:29:07.669421,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.356851,-66.200075,-58,andy2662,2021-10-17 00:28:07.636544,Scuba,Noche,Entel,25,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.356857,-66.200047,-49,andy2662,2021-10-17 00:24:11.660938,Noche,Prueba 1,Tigo,28,ZTE CORPORATION,736030057419257,MF193A,1.0
-17.356862,-66.200051,-48,andy2662,2021-10-17 00:24:00.667890,Noche,Prueba 1,Tigo,28,ZTE CORPORATION,736030057419257,MF193A,1.0
-17.356857,-66.200054,-50,andy2662,2021-10-17 00:23:45.663289,Noche,Prueba 1,Tigo,28,ZTE CORPORATION,736030057419257,MF193A,1.0
-17.356835,-66.200047,-58,andy2662,2021-10-17 00:22:52.663497,Noche,Prueba 1,Entel,21,ZTE CORPORATION,736023035923079,MF193A,1.0
-17.356825,-66.200057,-67,andy2662,2021-10-17 00:20:29.665874,Noche,Prueba 1,Viva,21,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.356814,-66.200046,-66,andy2662,2021-10-17 00:20:08.208031,Noche,Prueba 1,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.35683,-66.200076,-59,andy2662,2021-10-14 10:16:51.660156,Nueva prueba,1234,Viva,23,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.356659,-66.199807,-82,andres,2021-06-28 10:18:06.763489,Prueba Colcapirhua,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.356736,-66.199412,-81,andres,2021-06-28 10:17:57.747906,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.356845,-66.198925,-80,andres,2021-06-28 10:17:48.748957,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.356959,-66.19849,-70,andres,2021-06-28 10:17:39.740105,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.357409,-66.198301,-75,andres,2021-06-28 10:17:24.738129,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.357812,-66.198454,-81,andres,2021-06-28 10:17:15.761096,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.35854,-66.19868,-77,andres,2021-06-28 10:17:06.729095,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.359078,-66.198862,-75,andres,2021-06-28 10:16:57.728177,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.359536,-66.199038,-79,andres,2021-06-28 10:16:46.723672,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.360199,-66.199256,-79,andres,2021-06-28 10:16:37.715826,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.360541,-66.198759,-69,andres,2021-06-28 10:16:27.711331,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.360841,-66.198233,-68,andres,2021-06-28 10:16:18.704838,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.361138,-66.197661,-71,andres,2021-06-28 10:16:08.700711,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.361433,-66.197107,-71,andres,2021-06-28 10:15:56.697057,Prueba Colcapirhua,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.362223,-66.197238,-60,andres,2021-06-28 10:15:42.694557,Prueba Colcapirhua,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.364151,-66.197917,-68,andres,2021-06-28 10:15:23.692142,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.365094,-66.198242,-67,andres,2021-06-28 10:15:05.687258,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.36611,-66.198558,-65,andres,2021-06-28 10:14:54.693355,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.366801,-66.198751,-68,andres,2021-06-28 10:14:42.708364,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.366878,-66.198572,-73,andres,2021-06-28 10:14:27.383414,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.36706,-66.197863,-78,andres,2021-06-28 10:14:09.677965,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.367292,-66.196647,-69,andres,2021-06-28 10:13:56.675795,Prueba Colcapirhua,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.367452,-66.196136,-67,andres,2021-06-28 10:13:46.667753,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.368008,-66.196352,-67,andres,2021-06-28 10:13:32.673311,Prueba Colcapirhua,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.368652,-66.196554,-66,andres,2021-06-28 10:13:21.665089,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.368931,-66.19665,-66,andres,2021-06-28 10:13:11.664920,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.369233,-66.196753,-68,andres,2021-06-28 10:12:59.665905,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.370198,-66.197091,-75,andres,2021-06-28 10:12:46.654872,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.370697,-66.197277,-72,andres,2021-06-28 10:12:37.657193,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.371249,-66.197467,-69,andres,2021-06-28 10:12:28.666878,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.372029,-66.197786,-76,andres,2021-06-28 10:12:18.652298,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.372761,-66.198162,-72,andres,2021-06-28 10:12:09.655852,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.373373,-66.19849,-69,andres,2021-06-28 10:12:00.656561,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.373812,-66.19874,-70,andres,2021-06-28 10:11:51.651834,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.374079,-66.198916,-66,andres,2021-06-28 10:11:40.645411,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.373984,-66.199178,-73,andres,2021-06-28 10:11:31.679157,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.373626,-66.199912,-77,andres,2021-06-28 10:11:22.647903,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.373317,-66.200452,-81,andres,2021-06-28 10:11:13.649192,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.373195,-66.200714,-74,andres,2021-06-28 10:11:04.653122,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.373045,-66.201049,-80,andres,2021-06-28 10:10:55.647668,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.372707,-66.201643,-71,andres,2021-06-28 10:10:44.647236,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.371349,-66.204581,-54,andres,2021-06-28 10:10:08.680969,Prueba Colcapirhua,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.371005,-66.205337,-57,andres,2021-06-28 10:09:59.666003,Prueba Colcapirhua,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.370545,-66.206235,-66,andres,2021-06-28 10:09:50.615386,Prueba Colcapirhua,En automovil,Viva,25,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.370306,-66.206783,-56,andres,2021-06-28 10:09:38.400482,Prueba Colcapirhua,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.370105,-66.207184,-61,andres,2021-06-28 10:09:29.406709,Prueba Colcapirhua,En automovil,Viva,26,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.370701,-66.207344,-66,andres,2021-06-28 10:09:14.405460,Prueba Colcapirhua,En automovil,Viva,26,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.371279,-66.207373,-58,andres,2021-06-28 10:09:01.417612,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.371806,-66.20737,-64,andres,2021-06-28 10:08:50.421538,Prueba Colcapirhua,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.372293,-66.207365,-58,andres,2021-06-28 10:08:41.427309,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.37314,-66.207382,-67,andres,2021-06-28 10:08:27.124858,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.373915,-66.207387,-64,andres,2021-06-28 10:07:59.450815,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.374593,-66.207409,-61,andres,2021-06-28 10:07:44.456705,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.37513,-66.207414,-73,andres,2021-06-28 10:07:33.471253,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.375545,-66.20741,-73,andres,2021-06-28 10:07:24.467224,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
