latitud,longitud,pot,usuario,fecha,test_name,observacion,operador,rssi,marca,imsi,modelo,pot_db
-17.334847,-66.237848,-84,andres,2021-06-28 08:46:09.756696,Test 1 Tiquipaya,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.335202,-66.237942,-83,andres,2021-06-28 08:45:59.756546,Test 1 Tiquipaya,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.335624,-66.238066,-86,andres,2021-06-28 08:45:50.755351,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.335983,-66.238156,-79,andres,2021-06-28 08:45:40.755463,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336804,-66.238372,-80,andres,2021-06-28 08:45:21.760204,Test 1 Tiquipaya,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.337201,-66.238448,-79,andres,2021-06-28 08:45:10.753350,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.337255,-66.23815,-84,andres,2021-06-28 08:44:51.750415,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.337042,-66.237509,-85,andres,2021-06-28 08:44:36.764918,Test 1 Tiquipaya,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.3369,-66.237025,-88,andres,2021-06-28 08:44:27.395549,Test 1 Tiquipaya,En automovil,Viva,9,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336794,-66.236614,-90,andres,2021-06-28 08:44:14.745161,Test 1 Tiquipaya,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336617,-66.236176,-87,andres,2021-06-28 08:44:02.743915,Test 1 Tiquipaya,En automovil,Viva,10,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336513,-66.235446,-82,andres,2021-06-28 08:43:42.750152,Test 1 Tiquipaya,En automovil,Viva,9,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336448,-66.234883,-85,andres,2021-06-28 08:43:31.749233,Test 1 Tiquipaya,En automovil,Viva,9,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336391,-66.234512,-89,andres,2021-06-28 08:43:21.757789,Test 1 Tiquipaya,En automovil,Viva,7,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336333,-66.234022,-82,andres,2021-06-28 08:43:09.741856,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336327,-66.233721,-79,andres,2021-06-28 08:43:00.742822,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336339,-66.233275,-82,andres,2021-06-28 08:42:52.742064,Test 1 Tiquipaya,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336325,-66.23271,-82,andres,2021-06-28 08:42:43.735364,Test 1 Tiquipaya,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336301,-66.232217,-83,andres,2021-06-28 08:42:35.731375,Test 1 Tiquipaya,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336249,-66.231566,-84,andres,2021-06-28 08:42:27.365699,Test 1 Tiquipaya,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336205,-66.231065,-78,andres,2021-06-28 08:42:17.720144,Test 1 Tiquipaya,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336114,-66.23051,-73,andres,2021-06-28 08:42:07.732812,Test 1 Tiquipaya,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336064,-66.229892,-73,andres,2021-06-28 08:41:49.705662,Test 1 Tiquipaya,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336145,-66.229187,-75,andres,2021-06-28 08:41:28.632138,Test 1 Tiquipaya,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.337073,-66.226868,-69,andres,2021-06-28 08:40:53.640889,Prueba 1 Tiquipaya,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.33719,-66.226493,-57,andres,2021-06-28 08:40:43.648234,Prueba 1 Tiquipaya,En automovil,Viva,25,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.333988,-66.226219,-61,andres,2021-06-28 08:39:29.718228,Prueba 1 Tiquipaya,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.33376,-66.226397,-64,andres,2021-06-28 08:39:17.739541,Prueba 1 Tiquipaya,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.333644,-66.226588,-66,andres,2021-06-28 08:39:08.747249,Prueba 1 Tiquipaya,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.333615,-66.226603,-67,andres,2021-06-28 08:38:50.743737,Prueba 1 Tiquipaya,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.333303,-66.226644,-70,andres,2021-06-28 08:38:40.747489,Prueba 1 Tiquipaya,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.333072,-66.226439,-62,andres,2021-06-28 08:38:28.740598,Prueba 1 Tiquipaya,En automovil,Viva,25,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.333101,-66.226189,-55,andres,2021-06-28 08:38:17.752478,Prueba 1 Tiquipaya,En automovil,Viva,25,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.333213,-66.226112,-59,andres,2021-06-28 08:38:07.755025,Prueba 1 Tiquipaya,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.333497,-66.226124,-60,andres,2021-06-28 08:37:58.761384,Prueba 1 Tiquipaya,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.333854,-66.226138,-54,andres,2021-06-28 08:37:48.767333,Prueba 1 Tiquipaya,En automovil,Viva,27,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.334179,-66.226161,-58,andres,2021-06-28 08:37:38.783499,Prueba 1 Tiquipaya,En automovil,Viva,25,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.334795,-66.226178,-57,andres,2021-06-28 08:37:23.807699,Prueba 1 Tiquipaya,En automovil,Viva,25,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.335084,-66.226185,-54,andres,2021-06-28 08:37:14.832644,Prueba 1 Tiquipaya,En automovil,Viva,27,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.335527,-66.226207,-59,andres,2021-06-28 08:37:05.830187,Prueba 1 Tiquipaya,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.335832,-66.225924,-68,andres,2021-06-28 08:36:55.837113,Prueba 1 Tiquipaya,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336062,-66.225135,-66,andres,2021-06-28 08:36:45.829763,Prueba 1 Tiquipaya,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336156,-66.224767,-74,andres,2021-06-28 08:36:36.819075,Prueba 1 Tiquipaya,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.336536,-66.223237,-71,andres,2021-06-28 08:35:48.338122,Prueba 1 Tiquipaya,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,1.0
-17.356884,-66.200133,-120,andres,2021-06-13 16:23:41.682094,nada,nafa,Tigo,27,ZTE CORPORATION,736030057419257,MF193A,0.4
-17.356886,-66.20014,-120,andres,2021-06-13 16:23:32.684656,nada,nafa,Tigo,27,ZTE CORPORATION,736030057419257,MF193A,0.4
-17.35689,-66.200144,-120,andres,2021-06-13 16:23:24.692807,nada,nafa,Tigo,27,ZTE CORPORATION,736030057419257,MF193A,0.4
-17.392456,-66.152166,-120,andres,2021-06-08 14:24:20.668273,Prueba gradiente 1,nada,Tigo,28,ZTE CORPORATION,736030057419257,MF193A,0.4
-17.392628,-66.153214,-115,andres,2021-06-08 14:24:12.739772,Prueba gradiente 1,nada,Tigo,28,ZTE CORPORATION,736030057419257,MF193A,0.5
-17.392827,-66.154366,-110,andres,2021-06-08 14:24:04.667329,Prueba gradiente 1,nada,Tigo,28,ZTE CORPORATION,736030057419257,MF193A,0.6000000000000001
-17.393029,-66.155413,-105,andres,2021-06-08 14:23:56.668866,Prueba gradiente 1,nada,Tigo,28,ZTE CORPORATION,736030057419257,MF193A,0.7
-17.393236,-66.156545,-100,andres,2021-06-08 14:23:48.668753,Prueba gradiente 1,nada,Tigo,27,ZTE CORPORATION,736030057419257,MF193A,0.8
-17.393413,-66.157615,-95,andres,2021-06-08 14:23:40.677760,Prueba gradiente 1,nada,Tigo,27,ZTE CORPORATION,736030057419257,MF193A,0.9
-17.39355,-66.158654,-90,andres,2021-06-08 14:23:31.715909,Prueba gradiente 1,nada,Tigo,27,ZTE CORPORATION,736030057419257,MF193A,1.0
-17.391528,-66.15231,-53,andres,2021-06-08 13:06:53.661521,Prueba gradiente,nada,Tigo,27,ZTE CORPORATION,736030057419257,MF193A,1.0
-17.391725,-66.153404,-95,andres,2021-06-08 13:06:45.658880,Prueba gradiente,nada,Tigo,26,ZTE CORPORATION,736030057419257,MF193A,0.9
-17.391905,-66.154587,-100,andres,2021-06-08 13:06:37.661867,Prueba gradiente,nada,Tigo,28,ZTE CORPORATION,736030057419257,MF193A,0.8
-17.392059,-66.155604,-105,andres,2021-06-08 13:06:29.661564,Prueba gradiente,nada,Tigo,28,ZTE CORPORATION,736030057419257,MF193A,0.7
-17.392233,-66.156706,-110,andres,2021-06-08 13:06:21.663572,Prueba gradiente,nada,Tigo,28,ZTE CORPORATION,736030057419257,MF193A,0.6000000000000001
-17.392434,-66.157813,-115,andres,2021-06-08 13:06:12.713798,Prueba gradiente,nada,Tigo,28,ZTE CORPORATION,736030057419257,MF193A,0.5
-17.392618,-66.158907,-120,andres,2021-06-08 13:05:21.201446,Prueba gradiente,nada,Tigo,27,ZTE CORPORATION,736030057419257,MF193A,0.4
