radio,mcc,operador,lac,cell_id,unit,longitude,latitude,range,samples,changeable,created,updated,averageSignal
LTE,736,3,47346,2584581,0,-63.165009,-17.829758,3378,47,1,1458598177,1506167583,0
LTE,736,3,47348,2586885,0,-63.163074,-17.794682,1560,11,1,1458598177,1505261088,0
LTE,736,3,47348,2579457,0,-63.16811,-17.798154,2231,16,1,1458598177,1506612970,0
LTE,736,3,57344,2569987,0,-63.183059692383,-17.76008605957,1000,1,1,1436719048,1436719048,0
LTE,736,3,57306,2703617,0,-57.711868286133,-19.004287719727,1000,1,1,1437591545,1437591545,0
LTE,736,3,47500,7694598,0,-64.735486,-21.530403,1036,12,1,1458598178,1506480582,0
LTE,736,3,47306,2686721,0,-63.185806274414,-17.795791625977,1000,1,1,1428214197,1428214197,0
LTE,736,3,47332,2573313,0,-63.875198364258,-17.393417358398,1000,1,1,1448022580,1448022580,0
LTE,736,3,47324,5249284,0,-63.298416137695,-20.705795288086,1000,1,1,1445723150,1445723150,0
LTE,736,3,47318,2685957,0,-63.172002,-17.735134,2795,33,1,1458598175,1506540801,0
LTE,736,3,47328,2565633,0,-63.255961,-17.336905,1555,7,1,1458598176,1506128529,0
LTE,736,3,47340,2592772,0,-63.172148,-17.765686,1000,20,1,1458598176,1506540883,0
LTE,736,3,47330,2711046,0,-63.349227905273,-18.820266723633,1000,1,1,1445723129,1445723129,0
LTE,736,3,47318,2688258,0,-63.164813,-17.724905,1000,12,1,1458598175,1506524904,0
LTE,736,3,47340,2590981,0,-63.16844,-17.764863,1000,13,1,1458598176,1506178301,0
LTE,736,3,47342,2585605,0,-63.202823,-17.795788,8091,88,1,1458598177,1506597335,0
LTE,736,3,47342,2563587,0,-63.211525,-17.799164,3192,19,1,1458598177,1505495135,0
LTE,736,3,47342,2571523,0,-63.220947,-17.785563,1000,4,1,1458598177,1505445744,0
LTE,736,3,47342,2580739,0,-63.24206,-17.749479,1543,5,1,1458598177,1494713603,0
LTE,736,3,47342,2690309,0,-63.210525512695,-17.790298461914,1000,1,1,1447608894,1447608894,0
LTE,736,3,47340,2614787,0,-63.150100708008,-17.761459350586,1000,1,1,1444759616,1444759616,0
LTE,736,3,47344,2564356,0,-63.180442,-17.781989,1236,15,1,1458598177,1494691878,0
LTE,736,3,47348,2600965,0,-63.16596,-17.798984,1854,4,1,1458598177,1506122737,0
LTE,736,3,47346,2597126,0,-63.187257,-17.797205,2719,71,1,1458598177,1506515129,0
LTE,736,3,47346,2584579,0,-63.177426,-17.817855,4022,110,1,1458598177,1506352351,0
LTE,736,3,47344,2708740,0,-63.181392,-17.771561,9040,73,1,1458598177,1506517588,0
LTE,736,3,47346,2596870,0,-63.204617,-17.807364,4882,269,1,1458598177,1506514548,0
LTE,736,3,47346,2605059,0,-63.21564,-17.813354,2565,29,1,1458598177,1506049996,0
LTE,736,3,47344,2588677,0,-63.176237,-17.788952,1000,11,1,1458598177,1493823634,0
LTE,736,3,47348,2591235,0,-63.156121,-17.765308,9524,65,1,1458598177,1506462187,0
LTE,736,3,47400,5131009,0,-65.255355834961,-19.027633666992,1000,3,1,1458598177,1492073848,0
LTE,736,3,47400,5243398,0,-65.261183,-19.040957,1000,15,1,1458598178,1505819573,0
LTE,736,3,47502,7808002,0,-63.434371948242,-21.15348815918,1000,1,1,1445946468,1445946468,0
LTE,736,3,57344,2635782,0,-63.18717956543,-17.76008605957,1000,1,1,1436883697,1436883697,0
LTE,736,3,57334,2578179,0,-63.108853,-17.849736,1048,5,1,1458598178,1506171016,0
LTE,736,3,47500,7694596,0,-64.72944,-21.53331,1810,13,1,1458598178,1506140202,0
LTE,736,3,47400,5146884,0,-65.255187,-19.048011,1000,9,1,1458598177,1494722499,0
LTE,736,3,57310,2614785,0,-63.136856,-17.760762,1000,5,1,1458598178,1492540200,0
LTE,736,3,57344,2592774,0,-63.17756652832,-17.761459350586,1000,1,1,1437111165,1437111165,0
LTE,736,3,27236,17965318,0,-68.42903137207,-16.323623657227,1000,1,1,1464353967,1464353967,0
LTE,736,3,27236,17932549,0,-68.399512,-16.356586,5452,2,1,1464460895,1469575873,0
LTE,736,2,44403,10244102,0,-66.272964477539,-17.382431030273,1000,1,1,1471376476,1471376476,0
LTE,736,2,44300,7688452,0,-65.75662,-19.585922,1000,3,1,1486355176,1506553143,0
LTE,736,3,27461,20489733,0,-66.165545,-17.406249,1000,7,1,1486904800,1506465912,0
LTE,736,3,37300,3968469,0,-63.101212,-17.744354,1000,5,1,1458633419,1505090122,0
LTE,736,2,44403,10246918,0,-66.337509155273,-17.403030395508,1000,1,1,1471376476,1471376476,0
LTE,736,3,27461,20499972,0,-66.154651,-17.392466,1000,7,1,1476486506,1506633386,0
LTE,736,1,31001,20020557,0,-63.183059692383,-17.841110229492,1000,1,1,1482063606,1482063606,0
LTE,736,3,27451,20505860,0,-66.151113,-17.416208,1000,3,1,1483425975,1503943661,0
LTE,736,3,27461,20521477,0,-66.166976,-17.394249,6459,25,1,1485409580,1506461284,0
LTE,736,2,44300,7686662,0,-65.759353637695,-19.581069946289,1000,1,1,1486228499,1486228499,0
LTE,736,2,44500,12804356,0,-65.24299621582,-19.045486450195,1000,1,1,1486563084,1486563084,0
LTE,736,3,27461,20517893,0,-66.155394,-17.403089,1000,20,1,1486792441,1506480668,0
LTE,736,3,27451,20505861,0,-66.142501831055,-17.419509887695,1000,1,1,1486939335,1486939335,0
LTE,736,3,27322,20538882,0,-64.91340637207,-18.18717956543,1000,1,1,1491306634,1491306634,0
LTE,736,3,27258,18036485,0,-68.216171264648,-16.511764526367,1000,1,1,1469575873,1469575873,0
LTE,736,3,255,2561029,0,-63.148727416992,-17.809524536133,1000,1,1,1475178834,1475178834,0
LTE,736,2,44500,12815620,0,-65.256515,-19.046733,1000,4,1,1476330448,1505433590,0
LTE,736,2,44500,12813574,0,-65.253367,-19.050864,5512,54,1,1477956456,1505485853,0
LTE,736,2,44500,12818180,0,-65.246707,-19.046169,2086,9,1,1478649145,1505878729,0
LTE,736,3,27451,23050500,0,-66.16026,-17.411195,1000,7,1,1485409580,1506529807,0
LTE,736,2,44300,7682053,0,-65.749740600586,-19.597549438477,1000,1,1,1486228499,1486228499,0
LTE,736,3,27451,23050502,0,-66.164705,-17.420254,3130,16,1,1486904800,1505918966,0
LTE,736,2,44500,12813316,0,-65.267715454102,-19.046859741211,1000,1,1,1487322692,1487322692,0
LTE,736,2,44500,12806661,0,-65.268311,-19.046195,1000,3,1,1489628812,1493846221,0
LTE,736,3,27452,20482565,0,-66.098949,-17.384383,1543,8,1,1490642808,1494604705,0
LTE,736,3,27318,23118,0,-63.154288,-17.697139,1000,4,1,1458932662,1494856051,0
LTE,736,3,27461,20486913,0,-66.153251,-17.380835,6101,17,1,1458598172,1494804484,0
LTE,736,3,27461,20510977,0,-66.138169,-17.39456,1000,10,1,1458598173,1505951368,0
LTE,736,3,47340,2655493,0,-63.163545,-17.750983,1000,19,1,1459314468,1506249232,0
LTE,736,1,10100,2820865,0,-68.137894,-16.498032,1000,4,1,1459378020,1477752088,0
LTE,736,1,10100,2872578,0,-68.150253295898,-16.492538452148,1000,1,1,1459279042,1459279042,0
LTE,736,1,10102,2839553,0,-68.164902,-16.501236,1000,3,1,1459408055,1468059345,0
LTE,736,1,31000,3384323,0,-63.133767,-17.799729,3829,12,1,1459458588,1506106874,0
LTE,736,1,31002,3406851,0,-63.183725,-17.75257,7243,41,1,1459487265,1505991584,0
LTE,736,3,27236,17932550,0,-68.521041870117,-16.298904418945,1000,1,1,1464353912,1464353912,0
LTE,736,3,27236,17932548,0,-68.540267944336,-16.290664672852,1000,1,1,1464353885,1464353885,0
LTE,736,1,10102,2858754,0,-68.217544555664,-16.48567199707,1000,1,1,1465795321,1465795321,0
LTE,736,2,14106,2570501,0,-68.17497253418,-16.489791870117,1000,1,1,1468583617,1468583617,0
LTE,736,2,44500,12805893,0,-65.243056,-19.039173,1000,6,1,1470967688,1493856964,0
LTE,736,2,44500,12814084,0,-65.257685,-19.046616,1001,6,1,1476330448,1493681613,0
LTE,736,3,27461,20509701,0,-66.135675,-17.375552,4740,20,1,1485489979,1505744960,0
LTE,736,2,44300,7685636,0,-65.760726928711,-19.557723999023,1000,1,1,1486228499,1486228499,0
LTE,736,3,27461,20508933,0,-66.151252,-17.394753,2228,14,1,1486567996,1506118033,0
LTE,736,3,27461,20534276,0,-66.156009,-17.395498,1020,11,1,1488165217,1506628490,0
LTE,736,3,27322,20538881,0,-64.866714,-18.172073,1000,2,1,1491363356,1492073848,0
LTE,736,1,30003,3341825,0,-63.184245,-17.743757,4347,50,1,1459822098,1505497149,0
LTE,736,3,47342,2648837,0,-63.201867,-17.769014,3897,70,1,1458598177,1506538870,0
LTE,736,1,10103,2821123,0,-68.121414,-16.501923,1000,12,1,1460047362,1478790305,0
LTE,736,2,44701,17920262,0,-63.200437,-17.771412,4547,23,1,1460049743,1506223269,0
LTE,736,2,44701,17925382,0,-63.188032,-17.756109,1201,13,1,1460049743,1506049875,0
LTE,736,2,44702,17926149,0,-63.208868,-17.786462,1000,5,1,1460049743,1494785668,0
LTE,736,2,44701,17934853,0,-63.193051,-17.783817,1000,5,1,1460049743,1506615614,0
LTE,736,2,44701,17927941,0,-63.18934,-17.754217,1217,22,1,1460049743,1506620935,0
LTE,736,2,44701,17948932,0,-63.202441,-17.771119,1000,7,1,1460049743,1506096914,0
LTE,736,2,44701,17948934,0,-63.208601,-17.772837,1470,7,1,1460049743,1505960859,0
LTE,736,2,44701,17934596,0,-63.163037,-17.778768,1000,5,1,1460057103,1494872167,0
LTE,736,3,47304,2572545,0,-62.611491,-16.903636,1094,2,1,1460334746,1494190242,0
LTE,736,1,31000,3334147,0,-63.119888305664,-17.76969909668,1000,3,1,1460371017,1478896500,0
LTE,736,1,31000,3371267,0,-63.118035,-17.799955,1000,15,1,1460371019,1505667740,0
LTE,736,1,31000,3342595,0,-63.112994,-17.793285,4588,57,1,1460371019,1505229574,0
LTE,736,1,31000,3361282,0,-63.071823120117,-17.806777954102,1000,1,1,1460338339,1460338339,0
LTE,736,1,31000,3334145,0,-63.115017,-17.767875,1000,4,1,1460371016,1506513479,0
LTE,736,1,31000,3342594,0,-63.10452,-17.791996,4752,110,1,1460371019,1492342897,0
LTE,736,1,31000,3342593,0,-63.108902,-17.774918,1049,5,1,1460371019,1488460537,0
LTE,736,1,31000,3367425,0,-63.115204,-17.802353,1000,7,1,1460371019,1505229252,0
LTE,736,3,47316,2641921,0,-63.08236,-17.805544,5001,11,1,1460371021,1506265707,0
LTE,736,1,31000,3383554,0,-63.101427,-17.747857,2343,3,1,1460371020,1506047182,0
LTE,736,1,31000,3361281,0,-63.102409,-17.797505,1000,7,1,1460371019,1505386560,0
LTE,736,1,31000,3339777,0,-63.122635,-17.802109,1000,5,1,1460371018,1490683194,0
LTE,736,1,31000,3371266,0,-63.111877,-17.798538,1000,6,1,1460371019,1489140530,0
LTE,736,1,31000,3361283,0,-63.106656,-17.802936,1000,6,1,1460371019,1505230520,0
LTE,736,1,31000,3403778,0,-63.108627,-17.766129,1000,5,1,1460371020,1492214102,0
LTE,736,3,47340,2657540,0,-63.165336,-17.770218,1000,22,1,1458598176,1506470203,0
LTE,736,2,44701,17941765,0,-63.182351,-17.784446,3149,26,1,1460513319,1494860217,0
LTE,736,2,44701,17920005,0,-63.180178,-17.798579,1000,7,1,1460513319,1493851904,0
LTE,736,2,44701,17920006,0,-63.176539,-17.796672,7214,7,1,1460513319,1506616496,0
LTE,736,1,10102,2849537,0,-68.184586,-16.532436,1000,19,1,1460593527,1492069194,0
LTE,736,1,10103,2870017,0,-68.116608,-16.475716,1000,4,1,1460593528,1476808347,0
LTE,736,1,10103,2857473,0,-68.106308,-16.463013,1000,2,1,1460593528,1468059345,0
LTE,736,1,10102,2822402,0,-68.166732788086,-16.515884399414,1000,6,1,1460593527,1479886136,0
LTE,736,1,10102,2855427,0,-68.169479370117,-16.522750854492,1000,7,1,1460593527,1487418499,0
LTE,736,1,10102,2822401,0,-68.166046,-16.515884,1000,10,1,1460593527,1479370542,0
LTE,736,1,10100,2822657,0,-68.106308,-16.462669,1000,4,1,1460593527,1470750356,0
LTE,736,1,10102,2867971,0,-68.167076,-16.520004,1000,4,1,1460593527,1478641990,0
LTE,736,1,10103,2882562,0,-68.129296,-16.530811,1000,23,1,1460603179,1479588400,0
LTE,736,2,14103,2592261,0,-68.14476,-16.496315,1000,4,1,1460973260,1483446581,0
LTE,736,2,14103,2592262,0,-68.143661,-16.494186,1000,5,1,1460973260,1485545195,0
LTE,736,2,14103,2569733,0,-68.124161,-16.500778,1000,3,1,1460973260,1487501854,0
LTE,736,2,14100,2593281,0,-68.12141418457,-16.51725769043,1000,1,1,1460745221,1460745221,0
LTE,736,2,14100,2573573,0,-68.111069,-16.525406,1000,15,1,1460973260,1484749568,0
LTE,736,2,14106,2599430,0,-68.150253295898,-16.518630981445,1000,2,1,1460973260,1473774491,0
LTE,736,1,10103,2877955,0,-68.123719,-16.514904,1897,28,1,1461029596,1479877971,0
LTE,736,1,10100,2836995,0,-68.14476,-16.490479,1000,2,1,1461062157,1468059345,0
LTE,736,1,10100,2820609,0,-68.134598,-16.498306,1000,5,1,1461062157,1477245757,0
LTE,736,1,10100,2836993,0,-68.143845,-16.491165,1000,3,1,1461062157,1477978551,0
LTE,736,1,21000,3088899,0,-66.158981323242,-17.385177612305,1000,4,1,1461127894,1474314977,0
LTE,736,1,21000,3096066,0,-66.182684,-17.381215,1000,29,1,1461127894,1506297854,0
LTE,736,2,44500,12804100,0,-65.256729125977,-19.055099487305,1000,1,1,1461241537,1461241537,0
LTE,736,2,44500,12804102,0,-65.259765,-19.050654,1531,15,1,1461350205,1505836845,0
LTE,736,2,44500,12803334,0,-65.263856,-19.046101,1000,8,1,1461350204,1506345898,0
LTE,736,3,27210,17923329,0,-68.069229125977,-16.528244018555,1000,1,1,1461350651,1461350651,0
LTE,736,2,14103,2583809,0,-68.142929,-16.507645,1000,3,1,1461388005,1483725908,0
LTE,736,2,14106,2576387,0,-68.17497253418,-16.499404907227,1000,1,1,1461354631,1461354631,0
LTE,736,2,14103,2585095,0,-68.131714,-16.500778,1000,2,1,1461388005,1481138922,0
LTE,736,2,14103,2583811,0,-68.144608,-16.503677,1000,9,1,1461388005,1483446581,0
LTE,736,2,14103,2597638,0,-68.150253295898,-16.515884399414,1000,1,1,1461354631,1461354631,0
LTE,736,2,14103,2594049,0,-68.136520385742,-16.502151489258,1000,1,1,1461354631,1461354631,0
LTE,736,2,14106,2578435,0,-68.179092407227,-16.487045288086,1000,1,1,1461354631,1461354631,0
LTE,736,2,14103,2589186,0,-68.14991,-16.512451,1000,4,1,1461388005,1466899145,0
LTE,736,2,14106,2574337,0,-68.15299987793,-16.511764526367,1000,1,1,1461354631,1461354631,0
LTE,736,2,14103,2565890,0,-68.147507,-16.512451,1000,2,1,1461388005,1466292491,0
LTE,736,2,14103,2588930,0,-68.150253295898,-16.514511108398,1000,1,1,1461354631,1461354631,0
LTE,736,2,14103,2585094,0,-68.129653930664,-16.502151489258,1000,1,1,1461354631,1461354631,0
LTE,736,2,14106,2574595,0,-68.180465698242,-16.498031616211,1000,1,1,1461354631,1461354631,0
LTE,736,2,14106,2574340,0,-68.157806,-16.512451,1000,2,1,1461388005,1477320474,0
LTE,736,2,14103,2589185,0,-68.150253295898,-16.515884399414,1000,1,1,1461354631,1461354631,0
LTE,736,2,14106,2567173,0,-68.182526,-16.495285,1000,4,1,1461388005,1487501854,0
LTE,736,2,14106,2570497,0,-68.17497253418,-16.487045288086,1000,1,1,1461354631,1461354631,0
LTE,736,1,31002,3406850,0,-63.179135,-17.744004,1000,13,1,1461392792,1506494043,0
LTE,736,1,31002,3359746,0,-63.17632,-17.74341,1862,11,1,1461392792,1493841341,0
LTE,736,1,31002,3333891,0,-63.182879,-17.733104,8288,13,1,1461392792,1494690898,0
LTE,736,1,31002,3359747,0,-63.1831,-17.738186,1000,38,1,1461392792,1505598128,0
LTE,736,2,44393,7683845,0,-65.591812133789,-22.08869934082,1000,1,1,1461414259,1461414259,0
LTE,736,1,30000,3338241,0,-63.174836,-17.768897,1000,6,1,1461443422,1493864665,0
LTE,736,1,10102,2860803,0,-68.15118,-16.524334,1000,2,1,1461541109,1506257011,0
LTE,736,2,44393,7683077,0,-65.600051879883,-22.109298706055,1000,1,1,1461597437,1461597437,0
LTE,736,2,44393,7683846,0,-65.59639,-22.096939,1000,3,1,1461647449,1475981524,0
LTE,736,3,27253,17922817,0,-68.13791,-16.504419,1000,19,1,1458598168,1506011007,0
LTE,736,1,10102,2833155,0,-68.218002,-16.485672,1000,3,1,1461802003,1465795321,0
LTE,736,1,10102,2860801,0,-68.149186,-16.521964,1562,6,1,1461802003,1494122420,0
LTE,736,1,12150,2841602,0,-68.685836791992,-16.044845581055,1000,2,1,1461802003,1467402999,0
LTE,736,1,10100,2877441,0,-68.128280639648,-16.510391235352,1000,1,1,1461775811,1461775811,0
LTE,736,3,27253,17985027,0,-68.137555,-16.504829,1000,3,1,1461884817,1493725727,0
LTE,736,3,47344,2566914,0,-63.172666,-17.796454,1107,23,1,1458598177,1506261242,0
LTE,736,1,31002,3340289,0,-63.169137,-17.709007,1000,7,1,1462089988,1506005471,0
LTE,736,1,31002,3392257,0,-63.178939819336,-17.721633911133,1000,1,1,1462068345,1462068345,0
LTE,736,1,31002,3406849,0,-63.180042,-17.733797,1510,6,1,1462089988,1493861335,0
LTE,736,1,31002,3340291,0,-63.169326782227,-17.717514038086,1000,1,1,1462068345,1462068345,0
LTE,736,1,10100,2822145,0,-68.123474,-16.507988,1000,4,1,1462107991,1476032203,0
LTE,736,1,10100,2880003,0,-68.131371,-16.505127,1000,12,1,1462107991,1479830062,0
LTE,736,1,10102,2863363,0,-68.262177,-16.478119,1122,4,1,1462107991,1472891961,0
LTE,736,1,10100,2825986,0,-68.12408,-16.507766,1000,34,1,1462107991,1479512040,0
LTE,736,1,10100,2822146,0,-68.123327,-16.50789,1000,28,1,1462107991,1478870747,0
LTE,736,3,47318,2587142,0,-63.176514,-17.727818,1000,15,1,1462129722,1505851883,0
LTE,736,1,31000,3403779,0,-63.124466,-17.771072,1000,3,1,1462133279,1478896464,0
LTE,736,3,47346,2584582,0,-63.177362,-17.820538,5322,34,1,1462242146,1506294490,0
LTE,736,3,27210,17929222,0,-68.035446,-16.658968,1414,4,1,1462301275,1506186421,0
LTE,736,3,27210,17925636,0,-68.08708190918,-16.569442749023,1000,1,1,1462240956,1462240956,0
LTE,736,1,10100,2825985,0,-68.130182,-16.504581,1000,13,1,1462326270,1479448490,0
LTE,736,3,47348,2654468,0,-63.168075,-17.79372,3223,24,1,1458598177,1505907501,0
LTE,736,1,10100,2819331,0,-68.13809,-16.491754,1000,7,1,1462665998,1478617100,0
LTE,736,1,20001,3079939,0,-66.283111,-17.401446,1000,3,1,1462713130,1505070002,0
LTE,736,2,44401,10240004,0,-66.160838,-17.389472,4650,35,1,1462755998,1559955136,0
LTE,736,2,44702,17927429,0,-63.213869,-17.766422,1000,2,1,1462755998,1492540200,0
LTE,736,2,44401,10247429,0,-66.158305,-17.384178,4541,117,1,1462755998,1559955210,0
LTE,736,2,44401,10241284,0,-66.163875,-17.390962,2474,7,1,1462755998,1494182675,0
LTE,736,2,44702,17926148,0,-63.197594,-17.784927,6719,50,1,1462755998,1506221810,0
LTE,736,2,44401,10252293,0,-66.153296,-17.38082,1749,20,1,1462755998,1554993635,0
LTE,736,2,44401,10240005,0,-66.160329,-17.38935,4671,10,1,1462755998,1559954513,0
LTE,736,2,44702,17942534,0,-63.222427,-17.785721,1000,3,1,1462755998,1487955891,0
LTE,736,1,30003,3341570,0,-63.160266,-17.764614,1000,14,1,1462837862,1506092238,0
LTE,736,1,30003,3332099,0,-63.156059,-17.766311,1000,28,1,1462837862,1506396938,0
LTE,736,2,44701,17936645,0,-63.19248,-17.757429,1000,12,1,1462837863,1506619073,0
LTE,736,1,10100,2818562,0,-68.136864,-16.497345,1000,4,1,1462839110,1477302058,0
LTE,736,2,44701,17925380,0,-63.176896,-17.754669,3941,15,1,1462868237,1493913725,0
LTE,736,2,44701,17932550,0,-63.170700073242,-17.753219604492,1000,1,1,1462847160,1462847160,0
LTE,736,2,44500,12803845,0,-65.246779,-19.046109,1355,23,1,1463015264,1506313610,0
LTE,736,2,44500,12800005,0,-65.252811,-19.047251,1494,57,1,1463015264,1505428812,0
LTE,736,2,44500,12801796,0,-65.251307,-19.041284,1333,38,1,1463092292,1506353262,0
LTE,736,2,44500,12801798,0,-65.253849,-19.039563,1000,14,1,1463092292,1506340528,0
LTE,736,2,44500,12800262,0,-65.255306,-19.037767,1780,15,1,1463092290,1506270551,0
LTE,736,2,44500,12801797,0,-65.251328,-19.042275,1000,4,1,1463092292,1506338862,0
LTE,736,2,44701,17936134,0,-63.176151,-17.764708,1000,3,1,1463116472,1505525833,0
LTE,736,2,44701,17931268,0,-63.182321,-17.758277,6705,9,1,1463116472,1506053026,0
LTE,736,2,44701,17925381,0,-63.177679,-17.758596,1000,33,1,1463116471,1506287722,0
LTE,736,2,44500,12800261,0,-65.253484,-19.033282,1000,7,1,1463142240,1505341607,0
LTE,736,2,44701,17947907,0,-63.199539,-17.777023,1000,3,1,1463167162,1463378219,0
LTE,736,2,44701,17934339,0,-63.191299438477,-17.784805297852,1000,1,1,1463157094,1463157094,0
LTE,736,2,14100,2591747,0,-68.148880004883,-16.515884399414,1000,1,1,1463184137,1463184137,0
LTE,736,2,14100,2582020,0,-68.114048,-16.520941,1000,22,1,1463206002,1484130143,0
LTE,736,2,44500,12804358,0,-65.242969,-19.045486,1000,101,1,1463242043,1492467066,0
LTE,736,1,21001,3097601,0,-66.22672,-17.393993,3808,15,1,1463321271,1506085794,0
LTE,736,2,44701,17939460,0,-63.154220581055,-17.773818969727,1000,1,1,1463336090,1463336090,0
LTE,736,2,44701,17923590,0,-63.161337,-17.76167,2464,14,1,1463357206,1506284367,0
LTE,736,2,44701,17938950,0,-63.147354125977,-17.775192260742,1000,1,1,1463336090,1463336090,0
LTE,736,1,10100,2888450,0,-68.12767,-16.502914,1000,9,1,1463371577,1479188937,0
LTE,736,1,10100,2823937,0,-68.114719,-16.515198,1000,8,1,1463371577,1478152116,0
LTE,736,1,20001,3078659,0,-66.296329,-17.394459,2941,5,1,1463375293,1506375814,0
LTE,736,1,30003,3401217,0,-63.200837,-17.755459,2745,26,1,1463400411,1505696832,0
LTE,736,2,44701,17934342,0,-63.192153,-17.777706,1783,3,1,1463411517,1493932151,0
LTE,736,3,47348,2678789,0,-63.175485,-17.793346,2980,25,1,1458598177,1506301997,0
LTE,736,1,10103,2881026,0,-68.124046,-16.503525,3112,12,1,1463532516,1479361768,0
LTE,736,2,44500,12800004,0,-65.256288,-19.041732,2392,35,1,1463720814,1505838545,0
LTE,736,2,44500,12803332,0,-65.257411,-19.044751,1000,5,1,1463720814,1493683054,0
LTE,736,2,44500,12803588,0,-65.259475708008,-19.042739868164,1000,2,1,1463720814,1485059056,0
LTE,736,1,37000,3343874,0,-63.881005,-17.40303,1000,35,1,1463760447,1489634044,0
LTE,736,3,47346,2664452,0,-63.19149,-17.790398,1000,5,1,1458598177,1506555247,0
LTE,736,3,27257,17925122,0,-68.125773,-16.509511,1925,3,1,1458598170,1505877622,0
LTE,736,1,10103,2835714,0,-68.129653930664,-16.532363891602,1000,1,1,1464205905,1464205905,0
LTE,736,1,12150,2919683,0,-68.555375,-16.270066,2176,2,1,1464401265,1465132864,0
LTE,736,3,57306,2578691,0,-57.738441,-19.003433,4174,18,1,1464451012,1505785886,0
LTE,736,3,27257,17924098,0,-68.121345,-16.483057,1000,9,1,1464465023,1506351259,0
LTE,736,3,47330,2577665,0,-63.777564,-18.176998,10181,5,1,1464487585,1492540200,0
LTE,736,2,44500,12803590,0,-65.260848999023,-19.041366577148,1000,1,1,1464634006,1464634006,0
LTE,736,1,21000,3115011,0,-66.163593,-17.378673,1000,2,1,1464745985,1494020628,0
LTE,736,3,47342,2580737,0,-63.221321,-17.748591,6112,201,1,1458598177,1494350904,0
LTE,736,1,21000,3086082,0,-66.153505,-17.391912,1000,17,1,1464838019,1584293590,0
LTE,736,2,44702,17926406,0,-63.219965,-17.797711,1789,5,1,1464847604,1506122493,0
LTE,736,2,44701,17947908,0,-63.197154,-17.774636,1000,2,1,1465033558,1492540200,0
LTE,736,2,44701,17938436,0,-63.185366,-17.774935,1000,3,1,1465033558,1506617614,0
LTE,736,2,44701,17938437,0,-63.184219,-17.775514,1000,4,1,1465033558,1506535362,0
LTE,736,2,44701,17928198,0,-63.191579,-17.766238,1451,20,1,1465033558,1492540200,0
LTE,736,2,44701,17920261,0,-63.196524,-17.76747,1000,15,1,1465033558,1506618655,0
LTE,736,1,31000,3355651,0,-63.105855,-17.731707,1000,7,1,1465142960,1503937979,0
LTE,736,1,12150,2919681,0,-68.503189,-16.299362,1469,3,1,1465153657,1472891961,0
LTE,736,1,10100,2821377,0,-68.130341,-16.501465,1000,2,1,1465153657,1477245757,0
LTE,736,3,27255,17955076,0,-68.17497253418,-16.555709838867,1000,1,1,1465162172,1465162172,0
LTE,736,1,21000,3093249,0,-66.149577,-17.36558,1196,7,1,1465236490,1493816894,0
LTE,736,2,44500,12800006,0,-65.257992,-19.044535,1000,11,1,1465258003,1494276837,0
LTE,736,1,10102,2876419,0,-68.186646,-16.486359,1000,2,1,1465267568,1465795321,0
LTE,736,1,10102,2837249,0,-68.216171264648,-16.487045288086,1000,1,1,1465243974,1465243974,0
LTE,736,1,10102,2831875,0,-68.185959,-16.484985,1000,2,1,1465267568,1465795356,0
LTE,736,1,21000,3115010,0,-66.160171,-17.378465,1000,6,1,1465344469,1494037652,0
LTE,736,1,21000,3078403,0,-66.160365,-17.377891,1000,14,1,1465344469,1506465186,0
LTE,736,1,21000,3116546,0,-66.152114868164,-17.372817993164,1000,1,1,1465348003,1465348003,0
LTE,736,1,21000,3099651,0,-66.164047,-17.372375,1709,10,1,1465635951,1505862551,0
LTE,736,1,21000,3115009,0,-66.157939,-17.372184,5301,10,1,1465504118,1493847163,0
LTE,736,3,27253,17947139,0,-68.155746459961,-16.515884399414,1000,1,1,1465672178,1465672178,0
LTE,736,1,21001,3072259,0,-66.223019,-17.336438,1000,2,1,1465740443,1494768205,0
LTE,736,3,47318,2688259,0,-63.17202,-17.723971,1000,6,1,1458598175,1506109350,0
LTE,736,3,47342,2662662,0,-63.194683,-17.766785,1000,8,1,1458598177,1506426624,0
LTE,736,3,47342,2679046,0,-63.194488,-17.76312,2746,29,1,1465764467,1506526230,0
LTE,736,1,43000,3661825,0,-64.704985,-21.544088,2753,122,1,1465843645,1574766799,0
LTE,736,1,43000,3661057,0,-64.733389,-21.531354,1000,58,1,1465843645,1578159246,0
LTE,736,1,43000,3667457,0,-64.687735,-21.554857,1000,41,1,1465817672,1574787524,0
LTE,736,1,43000,3668482,0,-64.679769,-21.558744,4987,28,1,1465843645,1574787226,0
LTE,736,1,43000,3667970,0,-64.723892211914,-21.551742553711,1000,1,1,1465817661,1465817661,0
LTE,736,1,43000,3664899,0,-64.744491577148,-21.518783569336,1000,1,1,1465817678,1465817678,0
LTE,736,1,43000,3668483,0,-64.724756,-21.577477,5163,36,1,1465817672,1576403404,0
LTE,736,1,43000,3665155,0,-64.728422,-21.567493,2989,16,1,1465843645,1576399874,0
LTE,736,1,43000,3667969,0,-64.723566,-21.546208,1000,6,1,1465843645,1492540200,0
LTE,736,1,43500,3662595,0,-64.751358032227,-21.419906616211,1000,1,1,1465817678,1465817678,0
LTE,736,1,43000,3668993,0,-64.734058,-21.527168,1000,34,1,1465843645,1578218533,0
